gene_name	omim_inheritance	omim_phenotype
BCL11A-L	AD	dias-logan syndrome, 617101 (3),
BCL11A-S	AD	dias-logan syndrome, 617101 (3),
BCL11A-XL	AD	dias-logan syndrome, 617101 (3),
BCL11B	AD	intellectual developmental disorder with dysmorphic facies, speech delay, and t-cell abnormalities, 618092 (3), ; immunodeficiency 49, 617237 (3),
BCL2		leukemia/lymphoma, b-cell, 2 (3)
BCL2A1		
BCL2L		
BCL2L1		
BCL2L10		
BCL2L11		
BCL2L12		
BCL2L14		
BCL2L2		
BCL2L3		
BCL2L4		t-cell acute lymphoblastic leukemia, somatic, 613065 (3); colorectal cancer, somatic, 114500 (3)
BCL2L5		
BCL2L7		
BCL2L8		
BCL2L9		
BCL3		leukemia/lymphoma, b-cell, 3, 109560 (2)
BCL4		leukemia/lymphoma, b-cell, 3, 109560 (2)
BCL5		lymphoma, b-cell, 109565 (2)
BCL6		lymphoma, b-cell, 109565 (2)
BCL6A		lymphoma, b-cell, 109565 (2)
BCL6B		
BCL7		b-cell non-hodgkin lymphoma, high-grade (3)
BCL7A		b-cell non-hodgkin lymphoma, high-grade (3)
BCL7B		
BCL7C		
BCL8		
BCL8A		
BCL8B	AD	neurodevelopmental disorder with or without early-onset generalized epilepsy, 619157 (3),
BCL9		
Bcl9-2		
BCL9L		
BCLAF1		
BCLAF2		
BCLF-1		
BCLG		
BCLX		
BCM		
BCM1		
bcm910		
BCMA		
BCMO	AD	?hypercarotenemia and vitamin a deficiency, 115300 (3),
BCMO1	AD	?hypercarotenemia and vitamin a deficiency, 115300 (3),
BCMP1		
BCMP101		
BCMP11		
BCMP84		
BCMS		
BCMS1		
BCMSUN		
BCNG-1	AD	generalized epilepsy with febrile seizures plus, type 10, 618482 (3), ; developmental and epileptic encephalopathy 24, 615871 (3),
BCNG-2		
BCNG1	AD	generalized epilepsy with febrile seizures plus, type 10, 618482 (3), ; developmental and epileptic encephalopathy 24, 615871 (3),
BCNG2		
BCNP1		
BCNS	AD	basal cell carcinoma, somatic, 605462 (3); basal cell nevus syndrome, 109400 (3), ; holoprosencephaly 7, 610828 (3),
BCNT		
BCO1	AD	?hypercarotenemia and vitamin a deficiency, 115300 (3),
BCO2		
BCO3	AR,AD	leber congenital amaurosis 2, 204100 (3), ; retinitis pigmentosa 87 with choroidal involvement, 618697 (3), ; retinitis pigmentosa 20, 613794 (3),
BCOADC-E2	AR	maple syrup urine disease, type ii, 248600 (3),
BCON3		
BCOR	XLD,XL	microphthalmia, syndromic 2, 300166 (3),
BCORL1	XLR,XL	shukla-vernon syndrome, 301029 (3),
BCP	AD	colorblindness, tritan, 190900 (3),
BCPM	AD	hailey-hailey disease, 169600 (3),
BCR		leukemia, chronic myeloid, philadelphia chromosome positive, somatic, 608232 (4); leukemia, acute lymphocytic, philadelphia chromosome positive, somatic, 613065 (4)
BCR1		leukemia, chronic myeloid, philadelphia chromosome positive, somatic, 608232 (4); leukemia, acute lymphocytic, philadelphia chromosome positive, somatic, 613065 (4)
BCRG2		
BCRP	AD	[junior blood group system], 614490 (3); [uric acid concentration, serum, qtl1], 138900 (3), ?
BCRP2		
BCS	AR	gracile syndrome, 603358 (3), ; bjornstad syndrome, 262000 (3), ; mitochondrial complex iii deficiency, nuclear type 1, 124000 (3),
BCS1L	AR	gracile syndrome, 603358 (3), ; bjornstad syndrome, 262000 (3), ; mitochondrial complex iii deficiency, nuclear type 1, 124000 (3),
BCSC-1		
BCSG1		
BCT1		
BCT2	AR	?hypervalinemia or hyperleucine-isoleucinemia, 618850 (3),
BCTL1		
BCUR1		
bCX105N19.6		
bCX31G15.2		
BD1		
BD73		
BDA1	AR,AD	acrocapitofemoral dysplasia, 607778 (3), ; brachydactyly, type a1, 112500 (3),
BDB	AD,AR	brachydactyly, type b1, 113000 (3), ; robinow syndrome, 268310 (3),
BDB1	AD,AR	brachydactyly, type b1, 113000 (3), ; robinow syndrome, 268310 (3),
BDCA-3	AD	thrombophilia due to thrombomodulin defect, 614486 (3); {hemolytic uremic syndrome, atypical, susceptibility to, 6}, 612926 (3),
BDCA2		
BDGI		
BDH		
BDH1		
BDK	AR	[kininogen deficiency], 228960 (3), ; [high molecular weight kininogen deficiency], 228960 (3),
BDKRB1		
BDKRB2		
BDMR		
BDNF		
BDNF-AS		
BDNF-AS1		
BDNFAS		
BDNFOS		
BDP		?maple syrup urine disease, mild variant, 615135 (3)
BDP1	AR	?deafness, 112, 618257 (3),
BDR1		
BE37		
BEAN1	AD	spinocerebellar ataxia 31, 117210 (3),
BEC-1		
BEC1		
BECN1		
BECN1P1		
BECN2		
BEDP		
BEF		
BEGAIN		
BEHAB		
BEK	AD	apert syndrome, 101200 (3), ; craniosynostosis, nonspecific (3); jackson-weiss syndrome, 123150 (3), ; scaphocephaly and axenfeld-rieger anomaly (3); saethre-chotzen syndrome, 101400 (3), ; gastric cancer, somatic, 613659 (3); scaphocephaly, maxillary retrusion, and mental retardation, 609579 (3); bent bone dysplasia syndrome, 614592 (3), ; ladd syndrome, 149730 (3), ; craniofacial-skeletal-dermatologic dysplasia, 101600 (3), ; pfeiffer syndrome, 101600 (3), ; crouzon syndrome, 123500 (3), ; beare-stevenson cutis gyrata syndrome, 123790 (3), ; antley-bixler syndrome without genital anomalies or disordered steroidogenesis, 207410 (3),
BEM46L2	AR	polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract, 612674 (3),
BEN		
BEND1		
BEND3		
BEND8	AD	neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination, 617393 (3),
BEND9		
BENE		
BERF-1	AD	global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies, 617260 (3),
Berg36		
BERP		
BEST	AR,AD	retinitis pigmentosa-50, 613194 (3); bestrophinopathy, 611809 (3); retinitis pigmentosa, concentric, 613194 (3); vitreoretinochoroidopathy, 193220 (3), ; ?microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 2, 193220 (3), ; macular dystrophy, vitelliform, 2, 153700 (3),
BEST1	AR,AD	retinitis pigmentosa-50, 613194 (3); bestrophinopathy, 611809 (3); retinitis pigmentosa, concentric, 613194 (3); vitreoretinochoroidopathy, 193220 (3), ; ?microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 2, 193220 (3), ; macular dystrophy, vitelliform, 2, 153700 (3),
BEST2		
BEST3		
BEST4		
bet		
BET1		
BET1L		
BET3		
BET3L		
BET5		
beta-4	AD	fibrosis of extraocular muscles, congenital, 3a, 600638 (3), ; cortical dysplasia, complex, with other brain malformations 1, 614039 (3),
BETA-4	AR	spastic paraplegia 47, 614066 (3),
beta-5	AD	leukodystrophy, hypomyelinating, 6, 612438 (3), ; dystonia 4, torsion, 128101 (3),
beta-catenin	AD	ovarian cancer, somatic, 167000 (3); colorectal cancer, somatic, 114500 (3); medulloblastoma, somatic, 155255 (3); hepatocellular carcinoma, somatic, 114550 (3); pilomatricoma, somatic, 132600 (3); neurodevelopmental disorder with spastic diplegia and visual defects, 615075 (3), ; exudative vitreoretinopathy 7, 617572 (3),
beta-globin	AD,AR	thalassemia, beta, 613985 (3); erythrocytosis 6, 617980 (3), ; heinz body anemia, 140700 (3), ; delta-beta thalassemia, 141749 (3), ; thalassemia-beta, inclusion-body, 603902 (3); hereditary persistence of fetal hemoglobin, 141749 (3), ; methemoglobinemia, beta type, 617971 (3), ; {malaria, resistance to}, 611162 (3); sickle cell anemia, 603903 (3),
beta-MPP	AR	multiple mitochondrial dysfunctions syndrome 6, 617954 (3),
BETA-PIX		
Beta-TG		
beta-TrCP1		
beta'-COP	AR	?microcephaly 19, primary, 617800 (3),
beta1-4GalNAc-T	AR	spastic paraplegia 26, 609195 (3),
beta1i	AR	?proteasome-associated autoinflammatory syndrome 3, digenic, 617591 (3),
Beta2	AD	leber congenital amaurosis with early-onset deafness, 617879 (3),
BETA2	AD	maturity-onset diabetes of the young 6, 606394 (3); {type 2 diabetes mellitus, susceptibility to}, 125853 (3),
beta2i	AR	proteasome-associated autoinflammatory syndrome 5, 619175 (3),
Beta3		
beta3Gal-T1		
beta3Gal-T2		
beta3Gal-T3		[blood group, globoside system], 615021 (3); [blood group, p1pk system, p(k) phenotype], 111400 (3)
beta3Gal-T4		
beta3Gal-T5		
beta3GalT6	AR	al-gazali syndrome, 609465 (3); ehlers-danlos syndrome, spondylodysplastic type, 2, 615349 (3), ; spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures, 271640 (3),
beta3Gn-T3		
beta3Gn-T4		
beta3Gn-T5		
beta3Gn-T8		
BETA3GNT		
beta3GnT7		
BETA3GNTI	AR	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 13, 615287 (3),
Beta4		
beta4Gal-T1	AR	congenital disorder of glycosylation, type iid, 607091 (3),
beta4Gal-T2		
beta4Gal-T3		
beta4Gal-T4		
beta4Gal-T7	AR	ehlers-danlos syndrome, spondylodysplastic type, 1, 130070 (3),
beta4GalT-V		
beta4GalT-VI		
beta5i	AR	proteasome-associated autoinflammatory syndrome 1 and digenic forms, 256040 (3),
beta5t		
betaglycan		
betaGMR	AR	surfactant metabolism dysfunction, pulmonary, 5, 614370 (3),
betaprime-COP	AR	?microcephaly 19, primary, 617800 (3),
betaTrCP		
Bex		
BEX1		
BEX2		
BEX3		
BEX4		
BEX5		
BEXL1		
BEY	AR	[skin/hair/eye pigmentation 1, blue/nonblue eyes], 227220 (3), ; [skin/hair/eye pigmentation 1, blond/brown hair], 227220 (3), ; albinism, oculocutaneous, type ii, 203200 (3), ; albinism, brown oculocutaneous, 203200 (3),
BEY1	AR	[skin/hair/eye pigmentation 1, blue/nonblue eyes], 227220 (3), ; [skin/hair/eye pigmentation 1, blond/brown hair], 227220 (3), ; albinism, oculocutaneous, type ii, 203200 (3), ; albinism, brown oculocutaneous, 203200 (3),
BEY2	AR	[skin/hair/eye pigmentation 1, blue/nonblue eyes], 227220 (3), ; [skin/hair/eye pigmentation 1, blond/brown hair], 227220 (3), ; albinism, oculocutaneous, type ii, 203200 (3), ; albinism, brown oculocutaneous, 203200 (3),
BEYLA		
BF	AR,AD	?complement factor b deficiency, 615561 (3), ; {macular degeneration, age-related, 14, reduced risk of}, 615489 (3); {hemolytic uremic syndrome, atypical, susceptibility to, 4}, 612924 (3),
BF1	AD	rett syndrome, congenital variant, 613454 (3),
BFCOL1	AD	global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies, 617260 (3),
BFD	AR,AD	?complement factor b deficiency, 615561 (3), ; {macular degeneration, age-related, 14, reduced risk of}, 615489 (3); {hemolytic uremic syndrome, atypical, susceptibility to, 4}, 612924 (3),
BFGFR	AD	pfeiffer syndrome, 101600 (3), ; jackson-weiss syndrome, 123150 (3), ; trigonocephaly 1, 190440 (3), ; hypogonadotropic hypogonadism 2 with or without anosmia, 147950 (3), ; hartsfield syndrome, 615465 (3), ; osteoglophonic dysplasia, 166250 (3), ; encephalocraniocutaneous lipomatosis, somatic mosaic, 613001 (3)
BFIT		
BFIT1		
BFL1		
BFLS	XLR,XL	borjeson-forssman-lehmann syndrome, 301900 (3),
BFNC	AD,AD	epilepsy, nocturnal frontal lobe, 1, 600513 (3), ; {nicotine addiction, susceptibility to}, 188890 (3)|seizures, benign neonatal, 1, 121200 (3), ; developmental and epileptic encephalopathy 7, 613720 (3), ; myokymia, 121200 (3),
BFP		
BFR2		
BFSP1	AR,AD	cataract 33, multiple types, 611391 (3),
BFSP2	AD	cataract 12, multiple types, 611597 (3),
BFT	AD	clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly, 119800 (3), ; liebenberg syndrome, 186550 (4),
BFZB		
BG		
BG1		
bG174L6.2	AR	camptodactyly-arthropathy-coxa vara-pericarditis syndrome, 208250 (3),
BG37		
BGALT15		
BGCAN		
BGGI		
BGL	AR	immunodeficiency, common variable, 8, with autoimmunity, 614700 (3),
BGL3		
BGLAP		
BGLT3		
BGM		
BGN	XL,XLR	meester-loeys syndrome, 300989 (3), ; spondyloepimetaphyseal dysplasia, 300106 (3),
BGP		
BGP1		
BGR		
BGT-1		
BH		
BH-Pcdh		
BHC110	AD	cleft palate, psychomotor retardation, and distinctive facial features, 616728 (3),
BHC80	AD	intellectual developmental disorder with behavioral abnormalities and craniofacial dysmorphism with or without seizures, 618725 (3),
BHC80L		
BHD	AD	pneumothorax, primary spontaneous, 173600 (3), ; renal carcinoma, chromophobe, somatic, 144700 (3); birt-hogg-dube syndrome, 135150 (3), ; colorectal cancer, somatic, 114500 (3)
BHF-1	AD	maturity-onset diabetes of the young 6, 606394 (3); {type 2 diabetes mellitus, susceptibility to}, 125853 (3),
bHLHa1	AD	developmental and epileptic encephalopathy 72, 618374 (3),
bHLHa13	AR	persistent hyperplastic primary vitreous, 221900 (3),
bHLHa14		
BHLHA15		
bHLHa17		leukemia, t-cell acute lymphocytic, somatic, 613065 (3)
bHLHa18		leukemia, t-cell acute lymphoblastoid, 151440 (2)
bHLHa19		leukemia, t-cell acute lymphocytic, somatic, 613065 (3)
bHLHa2		
bHLHa22		
bHLHa23		
bHLHa24		
bHLHa26		
bHLHa27		
bHLHa29	AR	pancreatic and cerebellar agenesis, 609069 (3), ; pancreatic agenesis 2, 615935 (3),
bHLHa3	AD	maturity-onset diabetes of the young 6, 606394 (3); {type 2 diabetes mellitus, susceptibility to}, 125853 (3),
bHLHa31		
bHLHa34		
bHLHa35		
bHLHa38	AD	robinow-sorauf syndrome, 180750 (3), ; craniosynostosis 1, 123100 (3), ; sweeney-cox syndrome, 617746 (3), ; saethre-chotzen syndrome with or without eyelid anomalies, 101400 (3),
bHLHa39	AR,AD	focal facial dermal dysplasia 3, setleis type, 227260 (3), ; ablepharon-macrostomia syndrome, 200110 (3), ; barber-say syndrome, 209885 (3),
bHLHa4		
bHLHa40		
bHLHa41		
bHLHa45		
bHLHa46	AD	haddad syndrome, 209880 (3), ; central hypoventilation syndrome, congenital, 209880 (3),
bHLHa48		
bHLHa6		
bHLHa7	AR	diarrhea 4, malabsorptive, congenital, 610370 (3),
bHLHa8		
BHLHA9	AR	syndactyly, mesoaxial synostotic, with phalangeal reduction, 609432 (3), ; ?camptosynpolydactyly, complex, 607539 (3),
BHLHB1		
bHLHb11		{hyperlipidemia, familial combined, susceptibility to}, 602491 (3)
bHLHb12		
bHLHb19	AD	corneal dystrophy, fuchs endothelial, 3, 613267 (3), ; pitt-hopkins syndrome, 610954 (3),
BHLHB2		
bHLHb20	AD	craniosynostosis 3, 615314 (3),
bHLHb21	AD	agammaglobulinemia 8, 616941 (3),
bHLHb24		
bHLHb25		
bHLHb26		
bHLHb27		
BHLHB3	AD	[short sleep, familial natural, 1], 612975 (3),
bHLHb31		
bHLHb32		
bHLHb33		
bHLHb37	AR	spondylocostal dysostosis 4, 613686 (3),
bHLHb38		
bHLHb39		
BHLHB4		
bHLHb40		
bHLHb41		
bHLHb42		
bHLHb43		
bHLHb44		
BHLHB5		
BHLHB6		
Bhlhb7		
BHLHB8		
BHLHB9		
bHLHc1	AR	myopathy, congenital, with diaphragmatic defects, respiratory insufficiency, and dysmorphic facies, 618975 (3),
bHLHc11		prostate cancer, somatic, 176807 (3); neurofibrosarcoma, somatic (3)
bHLHc13		
bHLHc2	AR	ophthalmoplegia, external, with rib and vertebral anomalies, 618155 (3),
bHLHc3		
bHLHc4		
bHLHc41		
bHLHc5		
bHLHc58		
bHLHc6	AR	spondylocostal dysostosis 2, 608681 (3),
bHLHc8	AD	premature ovarian failure 6, 612310 (3),
bHLHd1	AD	ichthyosis, follicular, with atrichia and photophobia syndrome 2, 619016 (3), ; mucoepithelial dysplasia, hereditary, 158310 (3),
bHLHd13		
bHLHd14		
bHLHd2		
bHLHd3		
bHLHd4	AD	{pheochromocytoma, susceptibility to}, 171300 (3),
bHLHd5	AD	{pheochromocytoma, susceptibility to}, 171300 (3),
bHLHd6	AD	{pheochromocytoma, susceptibility to}, 171300 (3),
bHLHd7	AD	{pheochromocytoma, susceptibility to}, 171300 (3),
bHLHd8	AD	{pheochromocytoma, susceptibility to}, 171300 (3),
bHLHe1	AR	?webb-dattani syndrome, 615926 (3),
bHLHe11		
bHLHe12		
bHLHe14		
bHLHe15		
bHLHe17		
bHLHe19		
bHLHe2		
bHLHe20		
bHLHe21		
BHLHE22		
BHLHE23		
bHLHe32	AR,AD	commad syndrome, 617306 (3), ; {melanoma, cutaneous malignant, susceptibility to, 8}, 614456 (3); waardenburg syndrome, type 2a, 193510 (3), ; waardenburg syndrome/ocular albinism, digenic, 103470 (3); tietz albinism-deafness syndrome, 103500 (3),
bHLHe33		renal cell carcinoma, papillary, 1, 300854 (3)
bHLHe34		
bHLHe35		
bHLHe36		
bHLHe37	AD	feingold syndrome 1, 164280 (3),
bHLHe38		
bHLHe39		burkitt lymphoma, somatic, 113970 (3)
BHLHE40		
BHLHE41	AD	[short sleep, familial natural, 1], 612975 (3),
bHLHe42		
bHLHe5		
bHLHe6		
bHLHe73	AD	erythrocytosis, familial, 4, 611783 (3),
bHLHe74		
bHLHe75		
bHLHe76	AR	?retinitis pigmentosa 85, 618345 (3),
bHLHe77		
bHLHe78		
bHLHe79		
bHLHe8		
bHLHe80	AR,AD	ovarian dysgenesis 5, 617690 (3), ; spermatogenic failure 32, 618115 (3),
bHLHe81		
bHLHe9		
BHLHF42	AR	syndactyly, mesoaxial synostotic, with phalangeal reduction, 609432 (3), ; ?camptosynpolydactyly, complex, 607539 (3),
BHMT		
BHMT1		
BHMT2		
BHR1	AD	{allergic rhinitis, susceptibility to}, 607154 (3); {asthma, susceptibility to}, 600807 (3),
BI-1		
BIA1		
BICC1	AD	{renal dysplasia, cystic, susceptibility to}, 601331 (3),
BICD1		
BICD2	AD	spinal muscular atrophy, lower extremity-pre, 2b, 618291 (3), ; spinal muscular atrophy, lower extremity-pre, 2a, 615290 (3),
BICDL1		
BICDL2		
BICDR-1		
BICRA		
BICRAL		
BID		
BIF1	AR	immunodeficiency-centromeric instability-facial anomalies syndrome 2, 614069 (3),
BIG-1		
BIG-2		
BIG1		
BIG2	AR	periventricular heterotopia with microcephaly, 608097 (3),
BIG3		
BIGH3	AD	corneal dystrophy, lattice type iiia, 608471 (3), ; corneal dystrophy, groenouw type i, 121900 (3), ; corneal dystrophy, lattice type i, 122200 (3), ; corneal dystrophy, reis-bucklers type, 608470 (3); corneal dystrophy, thiel-behnke type, 602082 (3), ; corneal dystrophy, epithelial basement membrane, 121820 (3), ; corneal dystrophy, avellino type, 607541 (3),
BigLEN		
BIGM103	AR	congenital disorder of glycosylation, type iin, 616721 (3),
BIgR		
BII	AD	developmental and epileptic encephalopathy 69, 618285 (3),
BIK		
BIKe		
BIM		
BimEL		
BimL		
BIMLEC		
BIMP1		
BIMP2	AD	pityriasis rubra pilaris, 173200 (3), ; psoriasis 2, 602723 (3),
BIMP3	AD,AR	immunodeficiency 11b with atopic dermatitis, 617638 (3), ; b-cell expansion with nfkb and t-cell anergy, 616452 (3), ; immunodeficiency 11a, 615206 (3),
BimS		
BIN1	AR	centronuclear myopathy 2, 255200 (3),
BIN2		
BIN3		
BinCARD		
BING1		
BING4		
BiP		
BIR	AD,AR	maturity-onset diabetes of the young, type 13, 616329 (3), ; {diabetes mellitus, type 2, susceptibility to}, 125853 (3), ; diabetes, permanent neonatal 2, with or without neurologic features, 618856 (3), ; diabetes mellitus, transient neonatal 3, 610582 (3), ; hyperinsulinemic hypoglycemia, familial, 2, 601820 (3),
BIR1	AD	keppen-lubinsky syndrome, 614098 (3),
BIR9		
BIRC1		
BIRC2		
BIRC3		
BIRC4	XL,XLR	lymphoproliferative syndrome, 2, 300635 (3),
BIRC4BP		
BIRC5		
BIRC5-AS1		
BIRC5AS		
BIRC6		
BIRC7		
bis1		
BIT		
BIT1	AR	infantile-onset multisystem neurologic, endocrine, and pancreatic disease, 616263 (3),
BITE		
BIVM		
BJS	AR	gracile syndrome, 603358 (3), ; bjornstad syndrome, 262000 (3), ; mitochondrial complex iii deficiency, nuclear type 1, 124000 (3),
BK	AR	[kininogen deficiency], 228960 (3), ; [high molecular weight kininogen deficiency], 228960 (3),
BK-2		
BK125H2.1	AR	klippel-feil syndrome 4, with myopathy and facial dysmorphism, 616549 (3),
BK126B4.1		
bK150C2.3		
BK150C2.4.MRNA		
bK150C2.7		
bK223H9		
bK223H9.2		
bK286B10		{pulmonary disease, chronic obstructive, susceptibility to}, 606963 (3); heme oxygenase-1 deficiency, 614034 (3)
bK3184A7.3	AR,AD	dyskeratosis congenita, 5, 615190 (3), ; pulmonary fibrosis and/or bone marrow failure, telomere-related, 3, 616373 (3), ; dyskeratosis congenita, 4, 615190 (3),
BK65A6.2		
BK747E2.3		
BKLF		
BKLF3		
BKLHD2		
BKLHD4		
BKLHD6		
BKR1		
BKS		
BL11		
BL2		
BL34		
BL44		
BLACAT1		
BLACE		
BLAME		
BLAP18		
BLAP75		
BLAST		
BLAU	MF,AD	{yao syndrome}, 617321 (3), ; blau syndrome, 186580 (3), ; {inflammatory bowel disease 1, crohn disease}, 266600 (3),
BLBP		
BLC		
BLCAP		
BLID		
BLIMP1		
BLK	AD	maturity-onset diabetes of the young, type 11, 613375 (3),
BLM	AR	bloom syndrome, 210900 (3),
BLMH		
BLNC1		
BLNK	AR	?agammaglobulinemia 4, 613502 (3),
BLNK-s	AR	?agammaglobulinemia 4, 613502 (3),
BLOC1S1		
BLOC1S2		
BLOC1S3	AR	hermansky-pudlak syndrome 8, 614077 (3),
BLOC1S4		
BLOC1S5	AR	hermansky-pudlak syndrome 11, 619172 (3),
BLOC1S6	AR	?hermansky-pudlak syndrome 9, 614171 (3),
BLOC1S7		
BLOC1S8	AR	hermansky-pudlak syndrome 7, 614076 (3),
BLOC2S1	AR	hermansky-pudlak syndrome 3, 614072 (3),
BLOC2S2	AR	hermansky-pudlak syndrome 5, 614074 (3),
BLOC2S3	AR	hermansky-pudlak syndrome 6, 614075 (3),
BLOC3S1	AR	hermansky-pudlak syndrome 1, 203300 (3),
BLOC3S2	AR	hermansky-pudlak syndrome 4, 614073 (3),
BLOM4		neurodevelopmental disorder with seizures and brain atrophy, 619072 (3)
BLOS1		
BLOS2		
BLOS3	AR	hermansky-pudlak syndrome 8, 614077 (3),
blottin		
BLP1		
BLP2		
BLPI		
BLR1		
BLR1L		
BLR2		
BLS	AR	mhc class ii deficiency, complementation group b, 209920 (3),
BLT2		
BLTR		
BLTR2		
BLU	AR	ciliary dyskinesia, primary, 22, 615444 (3),
BLVR	AR,AD	hyperbiliverdinemia, 614156 (3),
BLVRA	AR,AD	hyperbiliverdinemia, 614156 (3),
BLVRB		
BLYS		
BM-005	AD	myopia 21, 614167 (3),
BM-006	AD	intellectual developmental disorder with behavioral abnormalities and craniofacial dysmorphism with or without seizures, 618725 (3),
BM-009		
BM-010		
BM-011	AR	intellectual developmental disorder, 70, 618402 (3),
BM-016	AD	desanto-shinawi syndrome, 616708 (3),
BM-019	AR	mast syndrome, 248900 (3),
BM-102		
BM-40	AR	osteogenesis imperfecta, type xvii, 616507 (3),
BM022		
BM032	AR	microcephaly 6, primary, 608393 (3), ; ?seckel syndrome 4, 613676 (3),
BM037		
BM039		
BM040		
BM045		
BM046		
BM28	AD	?deafness, 70, 616968 (3),
BM32A		
BM600-100kDa	AR	epidermolysis bullosa, junctional, non-herlitz type, 226650 (3), ; epidermolysis bullosa, junctional, herlitz type, 226700 (3),
BM600-125kDa	AD,AR	amelogenesis imperfecta, type ia, 104530 (3), ; epidermolysis bullosa, junctional, herlitz type, 226700 (3), ; epidermolysis bullosa, junctional, non-herlitz type, 226650 (3),
BM600-150kDa	AR	epidermolysis bullosa, junctional, herlitz type, 226700 (3), ; laryngoonychocutaneous syndrome, 245660 (3), ; epidermolysis bullosa, generalized atrophic benign, 226650 (3),
BM88		
BMAC		
BMAL1		
BMAL2		
BMCC1		
BMCP1		
BMD	XL,XLR,AR,AD	cardiomyopathy, dilated, 3b, 302045 (3), ; becker muscular dystrophy, 300376 (3), ; duchenne muscular dystrophy, 310200 (3), |retinitis pigmentosa-50, 613194 (3); bestrophinopathy, 611809 (3); retinitis pigmentosa, concentric, 613194 (3); vitreoretinochoroidopathy, 193220 (3), ; ?microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 2, 193220 (3), ; macular dystrophy, vitelliform, 2, 153700 (3),
